number,sentence
4746,애미가
4747,훔형
4748,패딩은
4749,젤에
4750,연예에
4751,해보겠다고
4752,북조선사이버전사들한테
4753,"기여도,"
4754,포스터나붙어있고
4755,삼결삽처먹는게
4756,집이
4757,선언했던
4758,외국인들
4759,안본다
4760,둘러보며
4761,알곤용접이
4762,만세!
4763,커뮤
4764,반말
4765,개꿀
4766,불법아니냐??
4767,기분나빠할만한데
4768,네다음순시충
4769,일수록
4770,일상이라
4771,강간범새끼들이여..
4772,조선이
4773,악랄하지
4774,극혐이네
4775,넓고
4776,아베
4777,유전자?
4778,순리이니
4779,없음.
4780,민망해서
4781,챙기기에
4782,출산장려금
4783,대가리에
4784,이래도
4785,우르르
4786,질내사정으로
4787,철물을
4788,기술에
4789,내버릴까보다
4790,정기적
4791,ㅋㅋㅋㅋㅋㅋ왜
4792,검사들
4793,뱉을래
4794,병신아?
4795,결혼하기
4796,좆만한
4797,망상으로
4798,넘길
4799,뚜껑설계미스로
4800,몰라서
4801,부모님
4802,저약때문에
4803,할배가
4804,길었는데
4805,얘기하기도
4806,해도되지
4807,내지말아라
4808,잘봤습니다
4809,아무대나
4810,되려나.
4811,국회의원이
4812,되는건
4813,똥글
4814,해준
4815,달아주노
4816,들림
4817,미그네슘
4818,지맘대로
4819,사쿠라
4820,외적인
4821,뭘좀
4822,예정임
4823,안든다)분석철학
4824,따라다니길래
4825,스티브잡스같은
4826,받았다는데
4827,안가는데...
4828,no치고
4829,외압이네
4830,"단언함,물론"
4831,대구하네요.
4832,상상불허
4833,존나쳐먹었는데
4834,좆같이
4835,언제샀는듸ㅣ?
4836,잡용접공들이
4837,소아성애자커뮤니티한테
4838,망신
4839,하네근거를
4840,영웅본색아니라서
4841,남편분은
4842,가
4843,년만
4844,가봐도
4845,지수는
4846,못깎음
4847,엿
4848,연락준다는
4849,너와나의
4850,핵폭탄
4851,대화해도
4852,자살하는
4853,혐한들은
4854,들어갔었다니까??어디에
4855,제주도여행시
4856,생활의달인
4857,가벼운
4858,쪽도
4859,빨갱이
4860,하는거처럼
4861,안든다고
4862,주는새끼들좆뉴비새끼들이냐?
4863,병신새끼
4864,오염은
4865,미친새끼들
4866,이관술의
4867,노답임.
4868,좋고
4869,넣어주겠다ㅋㅋㅋㅋ한치앞도
4870,황인에
4871,이집트는
4872,관광지
4873,산건데그레이
4874,믿기로
4875,얼라이언스를
4876,어쩔수
4877,기원한
4878,풍년이구만;
4879,ㄴㄴㄴ
4880,처벌받게하려는거지
4881,공공의료정책은
4882,부패하면
4883,알려줘도
4884,안돼.돌아가.
4885,위도
4886,음식도
4887,살긋던데..
4888,교사한테는
4889,몇%냐??
4890,병신새끼...
4891,한몫
4892,너랑
4893,발밑좋고
4894,금천구
4895,막나갔는데
4896,깨끗한줄앎
4897,진주
4898,대본
4899,"""근거는?"""
4900,허드렛일
4901,ㄴㄴ
4902,죽을거여
4903,노인네
4904,쟤네들이
4905,소파
4906,토론을
4907,곱하기
4908,기도해본다
4909,좋은날
4910,시험의
4911,따뜻?했다우모량
4912,꼴리면
4913,ㅋㅋ
4914,공부해서
4915,조립컴
4916,사형보다
4917,대구
4918,"진압,"
4919,우리야
4920,미포함이란
4921,비싸
4922,잭슨
4923,본인도
4924,그중
4925,당근이쥐!
4926,있는
4927,좃
4928,충청도
4929,개새끼들
4930,응.
4931,용접공
4932,정도회관
4933,"중국,미국"
4934,비비기
4935,ㅆㅎㅌㅊ데
4936,"들어섰겠지만,"
4937,배우는거랑
4938,쓴거냐옵빠이X라세떼
4939,아다
4940,졸라
4941,거
4942,여자들을
4943,바로바로
4944,취향이긴한데
4945,가십니까
4946,높으니
4947,대변인
4948,따라서
4949,까대지만이승우
4950,정당해산까지
4951,대한민국맞나?
4952,느낌
4953,이말이지
4954,싫어
4955,650원?
4956,미국도
4957,아줌이
4958,공감을
4959,바꾸는
4960,더보태서
4961,등장!!!
4962,느끼겠으니
4963,있었노
4964,아라쪙
4965,노벨평화상은
4966,내리고.
4967,경북이
4968,산산조각
4969,가능함?
4970,SNS
4971,조카튼거
4972,이해해라...
4973,사장님도.....
4974,잘산다
4975,새끼에게
4976,거스르지마
4977,같은
4978,ㅅㅌ는
4979,안녕~~
4980,차단도
4981,대주기만
4982,맞음ㅋㅋ
4983,국적이
4984,시골경찰
4985,강릉에서
4986,이삿짐하면
4987,올리는데
4988,끼리끼리
4989,힘껏...
4990,올라갈
4991,입만
4992,그거에
4993,되겠노
4994,일당독재
4995,바꾼
4996,하고싶은말다해~~
4997,그딴소리
4998,하
4999,것인
5000,떠오르노
5001,한민족이
5002,해줘라.
5003,하고보는게
5004,부류
5005,뵙는거
5006,안할거자나?
5007,저딴걸
5008,받았으니
5009,유동성큰데가면돼지
5010,때문이다.그것도
5011,ㅋㅋㅋㅋㅋㅋ말이
5012,싺싹
5013,안갚는새끼들
5014,사건이
5015,담배값
5016,있고.
5017,여성폭력”이란
5018,운영
5019,쳐넣는거지
5020,경제대국임
5021,맞는데?
5022,대리고
5023,오오
5024,만약에
5025,3.
5026,정신슨리하지말고
5027,주긴
5028,능력으로
5029,반일?
5030,가르친다는
5031,보호했다.
5032,확장
5033,택도
5034,높고
5035,운영되는거다
5036,기분나쁜데
5037,마그네슘
5038,같은빨갱이새끼니까
5039,이기는방향으로
5040,말하는거냐???
5041,부러워서
5042,버려라
5043,검사가
5044,스크롤
5045,역사
5046,라는
5047,늙어도
5048,빙시나.
5049,현시점
5050,질본이
5051,좋아하는데
5052,대지말고
5053,처먹여
5054,아님?티비에나온개
5055,아`~~~저기
5056,시대상도
5057,뒤졌노
5058,통신사에
5059,배워라
5060,베프되다.
5061,이걸
5062,유혹함이혼한
5063,국공립
5064,"고졸따리,"
5065,예쁘다..
5066,등등..근데
5067,느껴짐
5068,입
5069,초대총재)
5070,적자내는
5071,정자
5072,받으시고
5073,까겠노ㅋㅋ
5074,몸소
5075,한번배운
5076,깜빵한번
5077,인구소멸되게
5078,마약도
5079,개젖같노
5080,n번방
5081,기
5082,깔려있어서
5083,얼굴이붓거나
5084,국밥
5085,별달러
5086,인강강사랑
5087,특검들은
5088,개탄스럽다.
5089,느끼면서
5090,내려오는
5091,"예사고,"
5092,정말ㄷㄷ
5093,훈수두노
5094,희망사항이고
5095,앙
5096,출마해
5097,사귀어
5098,독재를
5099,반일선동
5100,가방에
5101,안좋게보고
5102,공즉시색...
5103,상황인거
5104,주류까면
5105,되야한다고...
5106,욕해도
5107,좋아서가
5108,안타깝다
5109,힘들겠지만
5110,보지
5111,선출임
5112,그라운드
5113,없당깨
5114,성인물을
5115,ㅂㄷㅂㄷ데는거
5116,화장지도
5117,)
5118,개척영업을
5119,고졸에
5120,홀까지
5121,유시민
5122,미중외교사에
5123,낸건
5124,국장되는거
5125,공지영씨
5126,순수하기
5127,아닌게
5128,이야?
5129,살아갈
5130,것이다
5131,아니냐????
5132,만들었다가
5133,좆된다.아직은
5134,쳐빨지말고
5135,얼굴펴가
5136,막장
5137,"힘,"
5138,포털
5139,분탕
5140,직업비하!!
5141,ㅋㅋㅋㅋ원하면
5142,밈이
5143,감독봐;;
5144,안생겨도
5145,사랑하는
5146,처웃기다고
5147,테크트리
5148,분탕치면
5149,박살나라
5150,@시계는아침부터똑딱
5151,꼬랑내를
5152,학교
5153,고대로
5154,안타는게
5155,못했다고....이해
5156,9은
5157,데렉
5158,보내주었구요.
5159,튼튼함
5160,맡고싶노
5161,cpu
5162,기어
5163,조무사
5164,가는데?
5165,야간작업까지하고
5166,수학과
5167,깨버릴거임
5168,내야하는건
5169,대다수고더러는
5170,교육이
5171,현실에서
5172,몬타나
5173,ㅋㅋㅋㅋㅋㅋ
5174,번다
5175,40점을
5176,아끼는거
5177,기관포
5178,무섭다
5179,스위치
5180,특징임.
5181,터진새끼는
5182,자동으로나와
5183,질크기는
5184,남자라고
5185,1200만원
5186,병신천지..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5187,"아베,나베"
5188,들어가다니
5189,이씨바라
5190,도대체
5191,제안을
5192,불쌍하다말실수를
5193,아니야.
5194,만난
5195,허위사실
5196,일베충하는거보다
5197,일본인들은
5198,남을까?
5199,"편의성인데,"
5200,김치들은오히려
5201,있다는게
5202,어린새끼라그런지
5203,대부분이고
5204,못나옴스윙스같은
5205,"자존감,쌓인"
5206,죄..자한당
5207,좋겠네요
5208,때가
5209,왜..
5210,사실이지
5211,"""근본없는"
5212,상황에서는
5213,것은
5214,자전거타고
5215,생략한거임
5216,EYAN-143
5217,몸으로
5218,동조하는
5219,kimupapu
5220,전쟁중인데
5221,어울리는거
5222,좀비들이야.
5223,싸움날수도있음
5224,시속23km로
5225,잘한데요?
5226,누굴
5227,안써봤으면
5228,감성따위
5229,금오공대
5230,특유의
5231,나라에서
5232,배당일지나도
5233,만지는거
5234,이말
5235,강사다
5236,518퍼네아
5237,동네일듯.
5238,하나님의
5239,몸상하잖아
5240,일감
5241,법1.
5242,그러니깐
5243,들어도
5244,주저
5245,곳이라고
5246,정육점이나
5247,누워야
5248,일반시민에
5249,개독질
5250,냄새나니까
5251,돈쥐어주고
5252,직장생활에서
5253,설마
5254,도덕적
5255,였던적
5256,착각이다.
5257,아냐???
5258,내는데
5259,돌려받는다
5260,일자리의
5261,좆까
5262,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ표정
5263,추운날
5264,지원한거
5265,좆같고
5266,현피를
5267,자기집
5268,학부어디나옴?
5269,충전재
5270,문프
5271,뭐라는거야
5272,게이야.
5273,신경
5274,선진국이라
5275,나쁘겠지
5276,인도에
5277,찐따음악이나
5278,알릴께거기
5279,초파리
5280,도망자
5281,아따..
5282,1호차
5283,라면을
5284,"공범자들이다""에1000000000000000000000000000000000000000000000000000000000000000ㅂ!"
5285,씹보지
5286,염전에다
5287,만들겠죠.
5288,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ150000만원
5289,깍새도
5290,하더라아는
5291,일해
5292,파키스탄에서
5293,싫어함.
5294,계호할때인데
5295,mma는
5296,나서서
5297,파산하는걸
5298,실수로
5299,거임.
5300,잠들었다가깬다는거
5301,맞는데ㅋㅋㅋㅋ
5302,저러다
5303,시키거나
5304,링크주소
5305,항만을
5306,"함안,"
5307,한티
5308,다르기는
5309,자기는
5310,복싱챔프는
5311,떨어졌냐고
5312,이참에
5313,업글해쥬쇼.
5314,2위였다
5315,취직을
5316,떼우자..개념으로
5317,써대는거임?
5318,호텔가서하는게
5319,다구속되길
5320,이색희
5321,성공하세요.
5322,같은논리!!
5323,심근경색으로
5324,식혜가
5325,그리곤
5326,지졋스
5327,검사의
5328,아들인줄ㅋㅋㅋ
5329,사유가
5330,약해지는거고
5331,잘털고
5332,하는데머리
5333,따른남자랑
5334,화장
5335,휘젓는
5336,하여튼
5337,독일외
5338,뜨던데
5339,교회시대
5340,스템핑은
5341,눈만안떠지면
5342,파고드는
5343,아닐까?
5344,짧았으니까
5345,거니까.
5346,삐진거임?
5347,소리같아서
5348,출신들은
5349,메인
5350,개씹끌띠
5351,워라벨
5352,0렙인거
5353,벌어서
5354,사건이지
5355,하곸ㅋ
5356,박은
5357,대학원은
5358,e300타고일도
5359,한삽
5360,단술)와
5361,안함요..
5362,배려해주자
5363,성심껏
5364,캬아~이게
5365,ㅎㄷㄷㄷ
5366,전담하면서
5367,털린사람이많아
5368,자각하고
5369,알았는데
5370,기념
5371,속에
5372,들이대라.
5373,전라도핏줄ㅜㅜ..굳이
5374,그이상도
5375,쳐빨아먹다가
5376,살아
5377,뉴트리아
5378,쓸만함
5379,중요시하게
5380,프로토가
5381,의미에서
5382,1조
5383,체육관이
5384,되냐?
5385,막으면
5386,못하자
5387,계좌정보
5388,팬
5389,연가시
5390,아니지저
5391,밥먹고
5392,영역이네예
5393,평상시에
5394,상대가
5395,실형
5396,앱등이새끼들
5397,나오시오.
5398,힘없는
5399,패딩도
5400,발견
5401,똘마니들
5402,끔찍한
5403,담앗으니
5404,발전소도
5405,ㅋㅋㅋ웃고간다
5406,행동하면
5407,나만한
5408,조용함
5409,치는건데
5410,척
5411,해체가
5412,싸니
5413,역겨운
5414,치면
5415,김무성만
5416,않는
5417,개미인가
5418,일본가는데
5419,잘하던
5420,물엇다니
5421,븅신이
5422,돌아가서
5423,접어
5424,입..
5425,개천기로
5426,일할수
5427,살가죽
5428,난쟁이님
5429,거거덩.
5430,커밍아웃
5431,아갑고마잉
5432,공수
5433,저능아가
5434,천황폐하
5435,말려야함
5436,컬투쇼는
5437,최적화됨차렷자세를
5438,전두엽에
5439,비위좋노
5440,하나?
5441,권력
5442,한거일거
5443,못하는건데?
5444,쉽게
5445,털린건지
5446,4p가
5447,지켜주마
5448,똑같습니다
5449,당상
5450,화장실에
5451,먹을게
5452,ㄴㄷㅎ~
5453,문재앙과
5454,양아치
5455,아니겠지
5456,무인도되뿌라
5457,타고있는
5458,디자인
5459,기독교
5460,개돼지들은
5461,정당방어가
5462,프리시즌이랑
5463,돌대가리
5464,드라마
5465,루슬란
5466,같더라.
5467,미개해서
5468,부끄러워해야하는지
5469,쌩양아치
5470,역할이라도
5471,중하위권은
5472,착장보기에
5473,문경근처라더만..
5474,통계학과
5475,2주
5476,지랄발광함
5477,할배
5478,전두환의
5479,생각하며
5480,근거들을
5481,존잘이네
5482,가져오는순간
5483,나오면서
5484,혜지픽
5485,말하더라그랬더니
5486,개쩐다고함좃소
5487,빡대가리가
5488,수준이던데
5489,미친차주????
5490,대강
5491,장애등급
5492,ㅂㄷㅂㄷ하는거
5493,높은데...
5494,용납이
5495,정도면
5496,포인트는
5497,보호복을
5498,8400
5499,책임지셔야죠
5500,두둘겨맞았나??
5501,저능아들은
5502,쓸모없다면서요?
5503,있는데뭔가
5504,재미교포
5505,ㅋㅋㅋㅋ거기까지
5506,쫄보새퀴야
5507,연줄
5508,김치년들한테
5509,농담하듯이
5510,안주면
5511,된다
5512,ㄷㄷㄷ
5513,새
5514,스토퍼에
5515,뜻으로
5516,희생을
5517,하고맥주에다가
5518,생각하면
5519,우파
5520,보험충은
5521,육군은
5522,잘못됐다는
5523,촛불들었으면
5524,뭐있노
5525,주장펼친
5526,갖다대노
5527,갈아넣어라
5528,10번이냐
5529,병신들이다
5530,존나튼튼함
5531,구경만해야지
5532,거다거지새끼들아니랄까봐
5533,시애틀
5534,팬이었음
5535,추천하고갑니다.
5536,골수좌익들
5537,쳐입고
5538,이런식도
5539,가먼서
5540,툭하면
5541,이로서
5542,본래
5543,갔다왓다니까
5544,전혀
5545,주작무새들이
5546,보내라
5547,다음댓글이
5548,공장장은
5549,전륜세단에
5550,여성
5551,그돈으로
5552,좋은말
5553,자주오는데시이팔~
5554,이어폰으로
5555,SUV는
5556,"""중국을"
5557,한달안에
5558,생각할거아님
5559,써있는
5560,"와이프,"
5561,b라고
5562,참...답답하네.
5563,아니든
5564,3개씩
5565,시작하는일에
5566,싶다
5567,필수고
5568,건질
5569,창녀들
5570,집에와서는
5571,좆나게
5572,없으니가
5573,만박할겤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5574,금지시키세요.
5575,4명인가
5576,달성될예정)
5577,대본이지~하면서
5578,주차
5579,무식한거
5580,상위포지션
5581,착한일을
5582,진짜다
5583,위르겐
5584,어딘가
5585,이벤트
5586,내신이
5587,함정
5588,난리네폐미들이
5589,자궁
5590,찌르더만.
5591,덕에
5592,하울의움직이는성
5593,개같은나라
5594,!
5595,암울한
5596,철판!
5597,피디도
5598,소확행하며
5599,주작하네
5600,살고
5601,벌려는아프리카는
5602,북
5603,덜고
5604,생각이랑
5605,부려먹는데
5606,것이지이상한
5607,살인자는
5608,솟구치고
5609,2명이랑
5610,없어.
5611,태잡았댜~(태>>어린아기)
5612,하듯이
5613,어캐
5614,눈까리만있는거
5615,좆무식한
5616,동물보다
5617,생각한다고
5618,일뽕들은
5619,ㅋㅋㅋㅋㅋ
5620,김성령
5621,소문엔
5622,기다려라.
5623,조국은
5624,노비
5625,아무도동정안해줌
5626,기타
5627,오연수
5628,본인신념이라도
5629,업그레이드
5630,겨우
5631,지구최대의
5632,모았고
5633,붙
5634,개무식한
5635,시간
5636,흐름은
5637,니도
5638,등장히는
5639,같기도하고
5640,취직하는데
5641,줄서봅니다
5642,유전자도
5643,"베인,"
5644,기록을
5645,밀양은
5646,돈꿈이
5647,"성화봉송,"
5648,알지??가세연도
5649,사설만가능
5650,줄서냐
5651,합맞춰서
5652,q80
5653,뭐하냐
5654,만들어
5655,돌아간다는게
5656,득실거림
5657,나이묵고
5658,아드님과
5659,수준ㅋㅋㅋㅋㅋㅋㅋㅋ
5660,돌아온다고가슴에
5661,채널
5662,풀브레이크인지
5663,왔으면서
5664,전체에서
5665,대물이라고
5666,탄
5667,푸꾸옥
5668,이기ㅋㅋㅋ
5669,지부와
5670,룰을
5671,---
5672,나오는게
5673,원래
5674,9편에서는
5675,높은데서
5676,선거
5677,생각하고
5678,의지도
5679,얘는
5680,갤3로
5681,사랑해
5682,설치는
